address_details;city;employee_size;id;keywords;municipality;name;path;searchwords;trade_id;trade_name;workplace_name
Landsvägsgatan 53, Mellerud;Mellerud;10-19;4535094;livsmedelsaffär;80;Länsmanstorgets Stormarknad AB;companies/show/4535094;;1668;Livsmedelshandel med brett sortiment, ej varuhus eller stormarknad;ICA Supermarket Kronan
Stockenäs 4, Mellerud;Mellerud;1-4;4558291;;80;Stockenäs Konsult AB;companies/show/4558291;;2126;Öppna sociala insatser för barn och ungdomar med sociala problem;
Falkgatan 13, Mellerud;Mellerud;1-4;4558292;;80;Divad Entreprenad AB;companies/show/4558292;;1543;Mark- och grundarbeten;
Skållerud Eriksbyn 2, Mellerud;Mellerud;0;4558293;;80;Flink, Mikael Christoffer;companies/show/4558293;;1114;Övrig service till skogsbruk;
Ängenäs 1, Mellerud;Mellerud;0;4558296;;80;Oskarsson, Lena Margareta;companies/show/4558296;;2191;Övriga konsumenttjänster;
Kambol Stommen 1, Mellerud;Mellerud;1-4;4558304;;80;Cadrotech AB;companies/show/4558304;;1390;Diverse övrig metallvarutillverkning;
Rud Kroken 2, Mellerud;Mellerud;0;4558306;"bilverkstad
bilreparation
bilreparationer
bilservice
";80;Brorsons Motorsport;companies/show/4558306;;1575;Allmän service och reparation av motorfordon utom motorcyklar;
Bäckgatan 4, Mellerud;Mellerud;0;4558308;massage;80;Gustavsson, Marion Elisabeth;companies/show/4558308;;2190;Kroppsvård;
Hjärtungens Gård 2, Mellerud;Mellerud;0;4558316;;80;"QRS Ljud &amp; Ljus";companies/show/4558316;;1991;Uthyrning och leasing av övrig utrustning och övriga maskiner och materiella tillgångar;
Kärragatan 19, Mellerud;Mellerud;1-4;4569332;"Rörmokare
rörmokeri";80;DP Rörservice AB;companies/show/4569332;;1548;Värme- och sanitetsarbeten;
Långgatan 58, Mellerud;Mellerud;5-9;4569333;;80;"Jemab Montage &amp; Installation AB";companies/show/4569333;;1686;Specialiserad butikshandel med datorer, programvara, data- och tv-spel;
Ekarebol Gård 1, Mellerud;Mellerud;0;4569350;;80;Karlander, Helena Elsa Margareta;companies/show/4569350;;1055;Odling av spannmål (utom ris), baljväxter och oljeväxter;
Långgatan, Mellerud;Mellerud;50-99;4569353;;80;Hellbergs Dörrar i Mellerud AB;companies/show/4569353;;1369;Tillverkning av dörrar och fönster av metall;
Anolfsbyn Adamserud 1, Mellerud;Mellerud;0;4569356;;80;Skålleruds Fiberförening Ekonomisk Förening;companies/show/4569356;;1862;Trådbunden telekommunikation;
Ingribyn 10, Mellerud;Mellerud;0;4592239;;80;Udd, Viktor Claes Erik;companies/show/4592239;;1107;Skogsförvaltning;
Grinstad Bäcken 4, Mellerud;Mellerud;0;4592240;;80;Kraft, Niklas Lars Göran;companies/show/4592240;;1543;Mark- och grundarbeten;
Sunnanå Kullen 7  BV, Mellerud;Mellerud;0;4592241;;80;Bjarnesjö, Sven-Erik;companies/show/4592241;;2022;Inkassoföretags och kreditupplysningsföretags verksamhet;
Lefors 2, Mellerud;Mellerud;5-9;4592245;;80;Tängelsbols Lantbruk AB;companies/show/4592245;;1089;Uppfödning av smågrisar;
Korngatan 11, Mellerud;Mellerud;1-4;4592257;;80;Östebo Konsult AB;companies/show/4592257;;1556;Golv- och väggbeläggningsarbeten;
Hagtornsvägen 6, Dalskog;Dalskog;0;4592261;;80;Scandinavian Trade Center;companies/show/4592261;;1107;Skogsförvaltning;
Dalsjövägen 15, Köpmannebro;Köpmannebro;0;4610210;;80;Dalslands Massivhus AB;companies/show/4610210;;1239;Tillverkning av monteringsfärdiga trähus;
Björkhem 1, Mellerud;Mellerud;0;4610212;snickare;80;Svensson, Johan Oskar;companies/show/4610212;;1555;Byggnadssnickeriarbeten;
Hjortens Fyrväg 44, Mellerud;Mellerud;1-4;4610213;;80;Hjortuddens Konsult AB;companies/show/4610213;;1940;Konsultverksamhet avseende företags organisation;
Grinstad Kleven 1, Mellerud;Mellerud;0;4610216;;80;A M Entreprenad;companies/show/4610216;;1100;Service till växtodling;
Stafettgatan 2 A, Mellerud;Mellerud;1-4;4610219;;80;Jobbtjänst Mellerud AB;companies/show/4610219;;2017;Kombinerade kontorstjänster;
Köpmantorget 3, Mellerud;Mellerud;5-9;4610220;"Restaurant
Restaurang
Matställe
Bar";80;Kvarteret Börsens Restaurang och Bar AB;companies/show/4610220;;1829;Restaurangverksamhet;
Låttsbyn 1, Dals Rostock;Dals Rostock;0;4610229;;80;Blomberg, Per Georg;companies/show/4610229;;2134;Litterärt och konstnärligt skapande;
Erikstad Björnebol 2, Mellerud;Mellerud;100-199;4628359;;80;Axima AB;companies/show/4628359;;1635;Partihandel med jordbruksmaskiner och -utrustning;
Norra Kungsgatan 36, Mellerud;Mellerud;0;4628360;;80;ST Byggservice;companies/show/4628360;;1528;Byggande av bostadshus och andra byggnader;
Idrottsvägen 18, Åsensbruk;Åsensbruk;1-4;4628363;elektriker;80;Bjurströms El AB;companies/show/4628363;;1546;Elinstallationer;
Erikstad Korsbol 1, Mellerud;Mellerud;1-4;4628364;;80;SG Husvagnar AB;companies/show/4628364;;1573;Handel med husvagnar, husbilar, släpfordon och påhängsvagnar;
Södergatan 17, Mellerud;Mellerud;0;4628373;;80;Söderqvist, Majvor Carina;companies/show/4628373;;1107;Skogsförvaltning;
Fagerlidsgatan 10, Mellerud;Mellerud;0;4628375;;80;Isacsson, Sven Lars;companies/show/4628375;;1107;Skogsförvaltning;
Stomgatan 26, Mellerud;Mellerud;0;4628377;Åkeri;80;Henkes Bud i Mellerud;companies/show/4628377;;1775;Vägtransport, godstrafik;
Ekholmens Säteri 1, Dals Rostock;Dals Rostock;0;4628378;;80;"Ekholmens Café &amp; Gårdsbutik";companies/show/4628378;;1702;Specialiserad butikshandel med glas, porslin och andra bosättningsvaror;
Hjärtungen 5, Mellerud;Mellerud;0;4665609;elektriker;80;Eklund Teknik Entreprenad;companies/show/4665609;;1546;Elinstallationer;
Södra Bäckebol 1, Mellerud;Mellerud;0;4665615;;80;Knappe, Kenneth Raymond Morgan;companies/show/4665615;;1055;Odling av spannmål (utom ris), baljväxter och oljeväxter;
Bäckgatan 2, Mellerud;Mellerud;0;4665643;;80;Alexander Salén Entreprenad;companies/show/4665643;;1543;Mark- och grundarbeten;
Torpane Källeberg 1, Mellerud;Mellerud;0;4665658;;80;Falk, Anna Maria Caroline;companies/show/4665658;;1107;Skogsförvaltning;
Grinstad Hede Gård 1, Mellerud;Mellerud;0;4688137;;80;Wallin, Stefan Karl Martin;companies/show/4688137;;1055;Odling av spannmål (utom ris), baljväxter och oljeväxter;
Villavägen 13, Dals Rostock;Dals Rostock;0;4688140;;80;Dalbert, Johan;companies/show/4688140;;1098;Blandat jordbruk;
Landsvägsgatan 48, Mellerud;Mellerud;1-4;4688148;fastighetsmäklare,mäklare;80;Melleruds Fastighetsbyrå AB;companies/show/4688148;;1925;Fastighetsförmedling;
Åsmule 4, Mellerud;Mellerud;0;4709949;;80;Johansson, Eric William Henry;companies/show/4709949;;1107;Skogsförvaltning;
Kurt Hellbergs gata 4, Mellerud;Mellerud;10-19;4709950;;80;Viconia It AB;companies/show/4709950;;1868;Datakonsultverksamhet;
Sapphultsgatan 2, Mellerud;Mellerud;0;4709958;;80;Fritzéns Marin Handelsbolag;companies/show/4709958;;1921;Uthyrning och förvaltning av egna eller arrenderade, andra lokaler;
Bergsliden 9, Dals Rostock;Dals Rostock;0;4709960;;80;Fredriksson, Ester Ann-Sofie;companies/show/4709960;;1055;Odling av spannmål (utom ris), baljväxter och oljeväxter;
Gunvarbyn 10, Mellerud;Mellerud;0;4709961;;80;Forsebo, Natasha;companies/show/4709961;;1107;Skogsförvaltning;
Gunvarbyn 10, Mellerud;Mellerud;0;4709965;;80;Forsebo, Jonas Karl-Åke;companies/show/4709965;;1107;Skogsförvaltning;
Järns Stom Sonebol 1, Mellerud;Mellerud;0;4709973;;80;Eriksson, Tage Ingvar;companies/show/4709973;;1055;Odling av spannmål (utom ris), baljväxter och oljeväxter;
Ör Hagen 23, Mellerud;Mellerud;0;4709982;;80;Mikkelson Jonsson, Kjell Inge L;companies/show/4709982;;1098;Blandat jordbruk;
Gunvarbyn 5, Mellerud;Mellerud;0;4709983;;80;Sigfusson, Thorleifur;companies/show/4709983;;1976;Veterinärverksamhet;
Raglebråna gatan 1, Mellerud;Mellerud;0;4709985;;80;Svensson, Harriet Aina;companies/show/4709985;;1107;Skogsförvaltning;
Storgatan 4, Mellerud;Mellerud;;4709986;"Restaurant
Restaurang
Matställe
Bar";80;Bråna It-Cafe AB;companies/show/4709986;;1829;Restaurangverksamhet;
Kräppersrud 14, Mellerud;Mellerud;0;4720064;;80;Nyquist, Eirin Marit Isabella;companies/show/4720064;;1101;Service till husdjursskötsel;
Ör Frestersbyn 3, Mellerud;Mellerud;0;4732933;massage;80;Torin, Angelika Ellinor;companies/show/4732933;;2190;Kroppsvård;
Orions gata 1, Mellerud;Mellerud;;4732934;;80;Mabentho Handelslokaler AB;companies/show/4732934;;1920;Uthyrning och förvaltning av egna eller arrenderade industrilokaler;
Långgatan 34 C Lgh 1105, Mellerud;Mellerud;0;4732940;"bilverkstad
bilreparation
bilreparationer
bilservice
";80;Karawi, Omar;companies/show/4732940;;1575;Allmän service och reparation av motorfordon utom motorcyklar;
Muggerud 10, Mellerud;Mellerud;0;4732943;;80;Andersson, Bengt-Arne;companies/show/4732943;;1098;Blandat jordbruk;
Lapperud 1, Dalskog;Mellerud;;4732947;massage;80;Fysiofitness Dalsland AB;companies/show/4732947;;2190;Kroppsvård;
Muggerud, Mellerud;Mellerud;0;4732952;;80;Väntebacken Muggerud 1:18;companies/show/4732952;;1098;Blandat jordbruk;
Sten 1, Mellerud;Mellerud;0;4732955;;80;Brobergs Linjeservice;companies/show/4732955;;1107;Skogsförvaltning;
Ryr Ödegården 1, Köpmannebro;Köpmannebro;0;4732963;;80;Berg, Hans Fredrik;companies/show/4732963;;1378;Metallegoarbeten;
Guttvik 7, Mellerud;Mellerud;1-4;4736045;;80;Typark AB;companies/show/4736045;;1943;Arkitektverksamhet;
Muggerud Väntebacken 1, Mellerud;Mellerud;0;4739767;;80;Larsson, Gertrud Monicka;companies/show/4739767;;1098;Blandat jordbruk;
Karl Johansgatan 164 B Lgh 1001, Göteborg;Mellerud;0;4767779;;80;Kullberg, Astrid Ragna Linnéa;companies/show/4767779;;1098;Blandat jordbruk;
Stomgatan 34, Mellerud;Mellerud;0;4767780;;80;Veseli, Albert;companies/show/4767780;;1919;Uthyrning och förvaltning av egna eller arrenderade bostäder;
Norra Rådane 1, Mellerud;Mellerud;0;4767783;;80;Alexandersson, Jörgen Robert;companies/show/4767783;;1055;Odling av spannmål (utom ris), baljväxter och oljeväxter;
Gunvarbyn 5, Mellerud;Mellerud;1-4;4767787;;80;Gunvarbyns Islandshästar AB;companies/show/4767787;;1976;Veterinärverksamhet;
Hantverkargatan 3, Mellerud;Mellerud;1-4;4767788;;80;Mollösunds Skeppshandel, Br Engqvist AB;companies/show/4767788;;1714;Specialiserad butikshandel med båtar;
Östevatten 1, Mellerud;Mellerud;;4767792;;80;Svennungeruds Lantbruks AB;companies/show/4767792;;1084;Uppfödning av andra nötkreatur och bufflar;
Linnégatan 30, Mellerud;Mellerud;1-4;4767794;;80;Öhrlings Entreprenad;companies/show/4767794;;1536;Anläggningsarbeten för el och telekommunikation;
Repslagargatan 26, Mellerud;Mellerud;1-4;4767801;;80;Peter Callhs Golv AB;companies/show/4767801;;1556;Golv- och väggbeläggningsarbeten;
Kabbo 5, Dalskog;Dalskog;1-4;4819110;;80;Kabbofår AB;companies/show/4819110;;1543;Mark- och grundarbeten;
Orions gata 3 A, Mellerud;Mellerud;0;4819112;;80;Mattsson, Arne Benny Jörgen;companies/show/4819112;;1933;Redovisning och bokföring;
Forsebol 1, Mellerud;Mellerud;;4819124;;80;Forsebol AB;companies/show/4819124;;1110;Drivning;
Södra Östebo 4, Håverud;Håverud;0;4819126;;80;Hellerström, Klas Torvald;companies/show/4819126;;1098;Blandat jordbruk;
Bolstad Norra Torp 3, Mellerud;Mellerud;;4819131;;80;Incapco AB;companies/show/4819131;;1656;Partihandel med industriförnödenheter;
Landsvägsgatan 40, Mellerud;Mellerud;0;4838021;Åkeri;80;Saremi, Farzad;companies/show/4838021;;1775;Vägtransport, godstrafik;
Ingribyn 10, Mellerud;Mellerud;0;4838034;;80;Kleven Gård;companies/show/4838034;;1107;Skogsförvaltning;
Erikstad Hede 1, Mellerud;Mellerud;0;4838040;;80;Maritha Johanssons Samtalsmottagning;companies/show/4838040;;2106;Annan öppen hälso- och sjukvård, utan läkare;
Örs Prästgård Gölen 1, Mellerud;Mellerud;;4838042;;80;Vildmarkspartner Sverige AB;companies/show/4838042;;1626;Partihandel med sport- och fritidsartiklar;
Täppan 1, Mellerud;Mellerud;1-4;4838043;;80;Xclent Projects AB;companies/show/4838043;;1945;Teknisk konsultverksamhet inom bygg och anläggningsteknik;
Östra Järn 6, Mellerud;Mellerud;0;4855781;snickare;80;"JRS Snickeri &amp; Inredning";companies/show/4855781;;1555;Byggnadssnickeriarbeten;
Box 72, Mellerud;Mellerud;1-4;4855800;;80;RD Recycling Development AB;companies/show/4855800;;1589;Provisionshandel med maskiner, industriell utrustning, fartyg och luftfartyg utom kontorsutrustning och datorer;
Färjåsvägen 55, Vallda;Mellerud;0;4874299;;80;Trähab Färjås;companies/show/4874299;;1528;Byggande av bostadshus och andra byggnader;
Viktoriagatan 3, Mellerud;Mellerud;500-999;4874302;;80;"Ludvig &amp; Co AB";companies/show/4874302;;1933;Redovisning och bokföring;
Hult Sand 1, Mellerud;Mellerud;0;4874313;;80;Karlsson, Anders Gösta Evert;companies/show/4874313;;1108;Skogsskötsel;
Nygården Bredaberget 1, Mellerud;Mellerud;;4874314;;80;Nuntorp Mjölk AB;companies/show/4874314;;1083;Mjölkproduktion och uppfödning av nötkreatur och mjölkras;
Vena Säby 1, Mellerud;Mellerud;0;4881505;;80;Dalslandsmat Ekonomisk Förening;companies/show/4881505;;2163;Intressebevakning inom branschorganisationer;
Sjögatan 20, Mellerud;Mellerud;0;4894120;;80;Oscarsson, Anders Thomas;companies/show/4894120;;1107;Skogsförvaltning;
Kärra 1, Mellerud;Mellerud;0;4894123;;80;Andersson, Bengt Anders Erland;companies/show/4894123;;1098;Blandat jordbruk;
Bolstad Låssbyn 1, Mellerud;Mellerud;0;4894124;;80;Klingberg, Lars William Rickard;companies/show/4894124;;1543;Mark- och grundarbeten;
Landsvägsgatan 38, Mellerud;Mellerud;5-9;4894141;bensinstation;80;Yield Retail Mellerud AB;companies/show/4894141;;1684;Specialiserad detaljhandel med drivmedel;
Kornsjögatan 1  Sibylla, Mellerud;Mellerud;1-4;4899194;"Restaurant
Restaurang
Matställe
Bar";80;Abanoub Fastfood Mellerud AB;companies/show/4899194;;1829;Restaurangverksamhet;
Teåker Sörgården 1, Bäckefors;Bäckefors;1-4;4902079;;80;Oskarsson, Lars Niclas Anton;companies/show/4902079;;1543;Mark- och grundarbeten;
Tussilagovägen 29, Dals Rostock;Dals Rostock;0;4916004;;80;Melin, Bengt Åke Göran;companies/show/4916004;;1920;Uthyrning och förvaltning av egna eller arrenderade industrilokaler;
Blikserud 7, Mellerud;Mellerud;0;4916005;;80;Spek, Renske;companies/show/4916005;;1751;Postorderhandel och detaljhandel på internet med brett sortiment;
Karolinervägen 41, Dals Rostock;Dals Rostock;0;4916011;;80;Inez Vintage;companies/show/4916011;;1743;Specialiserad butikshandel med övriga begagnade varor;
Holmsgatan 1 L, Mellerud;Mellerud;0;4916013;frisör frisörer frissa hårklippning;80;Nordlings Dam och Herrfrisör;companies/show/4916013;;2187;Hårvård;
Tallvägen 6, Åsensbruk;Åsensbruk;1-4;4916017;;80;Karl Karlsson Gårdens Vänförening;companies/show/4916017;;2170;Verksamhet i andra intresseorganisationer;
Läperud 4, Mellerud;Mellerud;0;4916024;;80;Åhman, Ingegerd Jenny Maria;companies/show/4916024;;1098;Blandat jordbruk;
Grinstad Långerud 3, Mellerud;Mellerud;0;4937934;;80;JS : Partner;companies/show/4937934;;1528;Byggande av bostadshus och andra byggnader;
Bäckens Gård 1, Mellerud;Mellerud;10-19;4937937;;80;Hilmerdal AB;companies/show/4937937;;1089;Uppfödning av smågrisar;
Tegen 12, Dalskog;Dalskog;0;4937947;;80;Johansson, Carl Fredrik Johannes;companies/show/4937947;;1098;Blandat jordbruk;
Norra Myckeläng 3, Mellerud;Mellerud;0;4937949;;80;Qvist, Louise Jessica;companies/show/4937949;;1597;Partihandel med spannmål, råtobak, utsäde och djurfoder;
Hökeberg 1, Mellerud;Mellerud;0;4937955;snickare;80;Nyman, Sven Johan Christer;companies/show/4937955;;1555;Byggnadssnickeriarbeten;
Nygatan 7, Mellerud;Mellerud;;4957529;;80;Molino Interiör AB;companies/show/4957529;;1758;Postorderhandel och detaljhandel på internet med övriga varor;
Sjöbrisgatan 3, Mellerud;Mellerud;1-4;4957538;;80;Jme i Väst AB;companies/show/4957538;;1543;Mark- och grundarbeten;
Storgatan 36, Mellerud;Mellerud;10000-;4957543;;80;Västra Götalandsregionen;companies/show/4957543;;2090;Specialiserad sluten somatisk hälso- och sjukvård på sjukhus;Folkhögskolan Trollhättan, Filial M
Storvägen 21 B, Åsensbruk;Åsensbruk;0;4957545;"Restaurant
Restaurang
Matställe
Bar";80;Dabbagh, Razkallah;companies/show/4957545;;1829;Restaurangverksamhet;
Gråfålerud Rö 1, Mellerud;Mellerud;0;4957553;;80;Dahlqvist, Ida Josefin Anette;companies/show/4957553;;2132;Artistisk verksamhet;
Stallgatan 2, Mellerud;Mellerud;0;4976142;;80;Vilhelmsson, Marie-Lie Emmy Denise;companies/show/4976142;;1919;Uthyrning och förvaltning av egna eller arrenderade bostäder;
Trollungebyn Torpet 1, Dalskog;Dalskog;0;4976144;;80;Elvin, Emil Gunnar;companies/show/4976144;;1098;Blandat jordbruk;
Parkgatan 19, Mellerud;Mellerud;1-4;4976148;"Restaurant
Restaurang
Matställe
Bar";80;"Asad &amp; Zain AB";companies/show/4976148;;1829;Restaurangverksamhet;
Ryrsvägen 40, Köpmannebro;Köpmannebro;1-4;4976156;fastighetsmäklare,mäklare;80;Svensons Egendomsaffär AB;companies/show/4976156;;1925;Fastighetsförmedling;
Gränsgatan 59, Mellerud;Mellerud;0;4994066;;80;By Elinh;companies/show/4994066;;2188;Skönhetsvård;
Bäckens Gård 1, Mellerud;Mellerud;0;4994076;;80;Hilmér, Oscar Olof;companies/show/4994076;;1921;Uthyrning och förvaltning av egna eller arrenderade, andra lokaler;
Muggerud 10, Mellerud;Mellerud;1-4;4994079;;80;Muggeruds Industriservice AB;companies/show/4994079;;1378;Metallegoarbeten;
Svankila Saxvik 1, Köpmannebro;Köpmannebro;0;5010861;;80;Fors Kvarn Fastighetsförvaltning;companies/show/5010861;;1566;Uthyrning av bygg- och anläggningsmaskiner med förare;
Svankila Kasenberg 1, Köpmannebro;Köpmannebro;0;5010868;;80;Glenn Fri Furniture;companies/show/5010868;;1734;Specialiserad butikshandel med guldsmedsvaror och smycken;
Anolfsbyn Falkerud 1, Mellerud;Mellerud;1-4;5010875;;80;"Mellerud&#39;s Brandservice";companies/show/5010875;;1543;Mark- och grundarbeten;
Gränsgatan 55, Mellerud;Mellerud;0;5010877;"bilhandel
bilhandlare";80;Persson, Kjell Gunnar;companies/show/5010877;;1570;Handel med personbilar och lätta motorfordon;
Kurt Hellbergs gata 4, Mellerud;Mellerud;1-4;5010880;Åkeri;80;Trestads Frakt i Väst AB;companies/show/5010880;;1775;Vägtransport, godstrafik;
Snäcke Kanal 7, Köpmannebro;Köpmannebro;1-4;5010882;;80;AB Kreativ Försäljning i Sverige;companies/show/5010882;;1940;Konsultverksamhet avseende företags organisation;
Örsberg Smekerud, Mellerud;Mellerud;0;5029327;;80;Eklund Produktion AB;companies/show/5029327;;1940;Konsultverksamhet avseende företags organisation;
Hällan Slättängen 1, Dals Rostock;Dals Rostock;0;5029332;snickare;80;Sten-Åke Vallentin Bygg;companies/show/5029332;;1555;Byggnadssnickeriarbeten;
Hagtornsvägen 3, Dalskog;Dalskog;1-4;5029338;elektriker;80;Tim Eriksson El AB;companies/show/5029338;;1546;Elinstallationer;
Kobergsvägen 3, Åsensbruk;Åsensbruk;1-4;5029344;;80;Wepac Automation AB;companies/show/5029344;;1589;Provisionshandel med maskiner, industriell utrustning, fartyg och luftfartyg utom kontorsutrustning och datorer;
Telefongatan 6, Mellerud;Mellerud;2000-2999;5029345;livsmedelsaffär;80;Coop Väst AB;companies/show/5029345;;1668;Livsmedelshandel med brett sortiment, ej varuhus eller stormarknad;Coop Mellerud
Storvägen 40, Åsensbruk;Åsensbruk;2000-2999;5029346;livsmedelsaffär;80;Coop Väst AB;companies/show/5029346;;1668;Livsmedelshandel med brett sortiment, ej varuhus eller stormarknad;Coop Åsensbruk
Korsängen Lillesjön 1, Dals Rostock;Dals Rostock;0;5029347;;80;Fridh, Roger John-Olov;companies/show/5029347;;2134;Litterärt och konstnärligt skapande;
Jakobsbyn 5, Mellerud;Mellerud;1-4;5029350;"bilhandel
bilhandlare";80;Scandbil AB;companies/show/5029350;;1570;Handel med personbilar och lätta motorfordon;
Kurt Hellbergs gata 4, Mellerud;Mellerud;1-4;5029351;;80;Dalslands Digitaltjänst AB;companies/show/5029351;;1867;Dataprogrammering;
Frejagatan 12, Mellerud;Mellerud;0;5048164;;80;S Höke Mfl;companies/show/5048164;;1107;Skogsförvaltning;
Ör Hagen 18, Mellerud;Mellerud;0;5048168;;80;Zauber, Paul Jörgen;companies/show/5048168;;1378;Metallegoarbeten;
Sörhagen 2, Mellerud;Mellerud;0;5048169;;80;Grolander, Cecilia Christina;companies/show/5048169;;1101;Service till husdjursskötsel;
